protocol_id,ic_protocol,controller,internal_controller,motor,eta,trial_seed,source_csv,row_count,allocator_config,selected_candidate,r1,r2,r3,r4,fault_z,fault_vz,valid_prefault,contact_found,contact_t,contact_phase,vertical_speed_mps,horizontal_speed_mps,max_tilt_deg,max_angular_rate_radps,max_horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,tilt_ok,angular_rate_ok,drift_ok,safe_touchdown
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800001,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800001.csv,4215,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.6951633095741272,-0.0035747087094932795,True,True,13.903424978256226,adaptive_brake,0.48013824224472046,0.008824294892691053,0.18775008618831635,0.47239409932189524,0.024440117902886194,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800002,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800002.csv,4233,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7014288306236267,-0.003570250468328595,True,True,14.04540467262268,adaptive_brake,0.4826694428920746,0.008687129077002921,0.1904153823852539,0.4761116785760917,0.024470754723263207,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800003,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800003.csv,4167,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7268509864807129,-0.003941497765481472,True,True,13.464585304260254,adaptive_brake,0.497146874666214,0.009069735847820448,0.16005030274391174,0.461084533231517,0.021671737988937338,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800004,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800004.csv,4209,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.729641854763031,-0.003821522230282426,True,True,13.905902624130249,adaptive_brake,0.49507462978363037,0.009051965302141385,0.18385186791419983,0.47338321698057045,0.02350340311397533,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800005,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800005.csv,4227,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7176184058189392,-0.003924740478396416,True,True,14.046849250793457,adaptive_brake,0.48593389987945557,0.008825040579839028,0.19056999683380127,0.46982270185995134,0.023901496464053526,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800006,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800006.csv,4233,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7043269872665405,-0.003765417030081153,True,True,14.064167499542236,adaptive_brake,0.47767573595046997,0.00883140868655937,0.18862654268741608,0.46553638451159624,0.023650074387180867,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800007,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800007.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7040002346038818,-0.004028053488582373,True,True,13.564182758331299,adaptive_brake,0.474263072013855,0.00869055061587899,0.19008272886276245,0.4644592858042466,0.023548042573623255,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800008,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800008.csv,4191,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.699935257434845,-0.003750791773200035,True,True,13.706269264221191,adaptive_brake,0.48611533641815186,0.008987401638800237,0.179167702794075,0.48046777916146993,0.022668047190794027,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800009,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800009.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7240327000617981,-0.004059041850268841,True,True,13.566573858261108,adaptive_brake,0.4876483678817749,0.008301966850943048,0.19275082647800446,0.4793755119812753,0.026370749677858903,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800010,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800010.csv,4206,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7124215960502625,-0.003954558167606592,True,True,13.865981340408325,adaptive_brake,0.4833342134952545,0.008196043066378922,0.19188502430915833,0.4773018242600409,0.0256881656236337,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.492000,62800011,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p492_seed62800011.csv,4197,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7262843251228333,-0.003973586019128561,True,True,13.867612600326538,adaptive_brake,0.49015042185783386,0.008793771398589811,0.19076575338840485,0.46998707157185815,0.023825817648580813,False,True,True,True,True,False
