row_index,firmware_timestamp_ms,firmware_active_mask,reference_active_mask,max_abs_pwm_difference,nominal_m1,firmware_m1,reference_m1,abs_difference_m1,nominal_m2,firmware_m2,reference_m2,abs_difference_m2,nominal_m3,firmware_m3,reference_m3,abs_difference_m3,nominal_m4,firmware_m4,reference_m4,abs_difference_m4
12,17430,4,4,0.0,33726.0,32486.0,32486.0,0.0,31792.0,33031.0,33031.0,0.0,33952.0,65535.0,65535.0,0.0,31678.0,32917.0,32917.0,0.0
13,17450,4,4,0.0,33844.0,32485.0,32485.0,0.0,31684.0,33042.0,33042.0,0.0,34090.0,65535.0,65535.0,0.0,31558.0,32916.0,32916.0,0.0
14,17470,4,4,0.0,35019.0,32610.0,32610.0,0.0,30489.0,32897.0,32897.0,0.0,35315.0,65535.0,65535.0,0.0,30353.0,32761.0,32761.0,0.0
15,17490,4,4,0.0,34071.0,32487.0,32487.0,0.0,31439.0,33022.0,33022.0,0.0,34353.0,65535.0,65535.0,0.0,31333.0,32916.0,32916.0,0.0
16,17510,4,4,0.0,35421.0,32669.0,32669.0,0.0,30135.0,32886.0,32886.0,0.0,35715.0,65535.0,65535.0,0.0,29949.0,32700.0,32700.0,0.0
17,17530,4,4,0.0,34319.0,32478.0,32478.0,0.0,31215.0,33055.0,33055.0,0.0,34653.0,65535.0,65535.0,0.0,31057.0,32897.0,32897.0,0.0
18,17550,4,4,0.0,35807.0,32671.0,32671.0,0.0,29735.0,32870.0,32870.0,0.0,36163.0,65535.0,65535.0,0.0,29567.0,32702.0,32702.0,0.0
19,17570,4,4,0.0,36001.0,32679.0,32679.0,0.0,29549.0,32870.0,32870.0,0.0,36381.0,65535.0,65535.0,0.0,29369.0,32690.0,32690.0,0.0
20,17590,4,4,0.0,34738.0,32491.0,32491.0,0.0,30818.0,33064.0,33064.0,0.0,35126.0,65535.0,65535.0,0.0,30646.0,32892.0,32892.0,0.0
21,17610,4,4,0.0,36414.0,32688.0,32688.0,0.0,29150.0,32875.0,32875.0,0.0,36852.0,65535.0,65535.0,0.0,28944.0,32669.0,32669.0,0.0
22,17629,4,4,0.0,36794.0,32720.0,32720.0,0.0,28780.0,32853.0,32853.0,0.0,37258.0,65535.0,65535.0,0.0,28560.0,32633.0,32633.0,0.0
23,17649,4,4,0.0,35112.0,32440.0,32440.0,0.0,30452.0,33123.0,33123.0,0.0,35622.0,65535.0,65535.0,0.0,30234.0,32905.0,32905.0,0.0
24,17669,4,4,0.0,37078.0,32712.0,32712.0,0.0,28504.0,32869.0,32869.0,0.0,37598.0,65535.0,65535.0,0.0,28272.0,32637.0,32637.0,0.0
25,17689,4,4,0.0,35439.0,32458.0,32458.0,0.0,30135.0,33115.0,33115.0,0.0,35983.0,65535.0,65535.0,0.0,29895.0,32875.0,32875.0,0.0
26,17709,4,4,0.0,37507.0,32695.0,32695.0,0.0,28069.0,32880.0,32880.0,0.0,38119.0,65535.0,65535.0,0.0,27781.0,32592.0,32592.0,0.0
27,17729,4,4,0.0,35776.0,32456.0,32456.0,0.0,29806.0,33125.0,33125.0,0.0,36378.0,65535.0,65535.0,0.0,29548.0,32867.0,32867.0,0.0
28,17749,4,4,0.0,37988.0,32736.0,32736.0,0.0,27600.0,32851.0,32851.0,0.0,38632.0,65535.0,65535.0,0.0,27320.0,32571.0,32571.0,0.0
29,17769,4,4,0.0,36156.0,32497.0,32497.0,0.0,29454.0,33112.0,33112.0,0.0,36774.0,65535.0,65535.0,0.0,29188.0,32846.0,32846.0,0.0
30,17789,4,4,0.0,36323.0,32469.0,32469.0,0.0,29295.0,33148.0,33148.0,0.0,37001.0,65535.0,65535.0,0.0,28985.0,32838.0,32838.0,0.0
31,17809,4,4,0.0,38725.0,32776.0,32776.0,0.0,26885.0,32833.0,32833.0,0.0,39445.0,65535.0,65535.0,0.0,26585.0,32533.0,32533.0,0.0
32,17829,4,4,0.0,36681.0,32426.0,32426.0,0.0,28935.0,33189.0,33189.0,0.0,37469.0,65535.0,65535.0,0.0,28587.0,32841.0,32841.0,0.0
33,17850,4,4,0.0,39248.0,32818.0,32818.0,0.0,26400.0,32829.0,32829.0,0.0,40006.0,65535.0,65535.0,0.0,26046.0,32475.0,32475.0,0.0
34,17870,4,4,0.0,37100.0,32457.0,32457.0,0.0,28520.0,33162.0,33162.0,0.0,37922.0,65535.0,65535.0,0.0,28182.0,32824.0,32824.0,0.0
35,17890,4,4,0.0,37300.0,32453.0,32453.0,0.0,28322.0,33168.0,33168.0,0.0,38160.0,65535.0,65535.0,0.0,27970.0,32816.0,32816.0,0.0
36,17910,4,4,0.0,39964.0,32749.0,32749.0,0.0,25624.0,32838.0,32838.0,0.0,40922.0,65535.0,65535.0,0.0,25278.0,32492.0,32492.0,0.0
37,17930,4,4,0.0,37717.0,32461.0,32461.0,0.0,27907.0,33162.0,33162.0,0.0,38637.0,65535.0,65535.0,0.0,27535.0,32790.0,32790.0,0.0
38,17950,4,4,0.0,40520.0,32818.0,32818.0,0.0,25098.0,32799.0,32799.0,0.0,41490.0,65535.0,65535.0,0.0,24720.0,32421.0,32421.0,0.0
39,17969,4,4,0.0,38159.0,32462.0,32462.0,0.0,27461.0,33157.0,33157.0,0.0,39151.0,65535.0,65535.0,0.0,27093.0,32789.0,32789.0,0.0
40,17989,4,4,0.0,38376.0,32449.0,32449.0,0.0,27246.0,33172.0,33172.0,0.0,39420.0,65535.0,65535.0,0.0,26858.0,32784.0,32784.0,0.0
41,18009,4,4,0.0,38584.0,32418.0,32418.0,0.0,27026.0,33191.0,33191.0,0.0,39698.0,65535.0,65535.0,0.0,26632.0,32797.0,32797.0,0.0
42,18030,4,4,0.0,38843.0,32462.0,32462.0,0.0,26809.0,33189.0,33189.0,0.0,39949.0,65535.0,65535.0,0.0,26379.0,32759.0,32759.0,0.0
43,18050,4,4,0.0,39079.0,32443.0,32443.0,0.0,26559.0,33194.0,33194.0,0.0,40247.0,65535.0,65535.0,0.0,26143.0,32778.0,32778.0,0.0
44,18070,4,4,0.0,39319.0,32441.0,32441.0,0.0,26319.0,33196.0,33196.0,0.0,40529.0,65535.0,65535.0,0.0,25897.0,32774.0,32774.0,0.0
45,18090,4,4,0.0,39571.0,32458.0,32458.0,0.0,26071.0,33183.0,33183.0,0.0,40803.0,65535.0,65535.0,0.0,25659.0,32771.0,32771.0,0.0
46,18110,4,4,0.0,39837.0,32483.0,32483.0,0.0,25831.0,33184.0,33184.0,0.0,41085.0,65535.0,65535.0,0.0,25391.0,32744.0,32744.0,0.0
47,18130,4,4,0.0,40050.0,32426.0,32426.0,0.0,25590.0,33213.0,33213.0,0.0,41400.0,65535.0,65535.0,0.0,25124.0,32747.0,32747.0,0.0
48,18150,4,4,0.0,40284.0,32373.0,32373.0,0.0,25324.0,33234.0,33234.0,0.0,41734.0,65535.0,65535.0,0.0,24890.0,32800.0,32800.0,0.0
49,18169,4,4,0.0,40594.0,32466.0,32466.0,0.0,25080.0,33207.0,33207.0,0.0,41988.0,65535.0,65535.0,0.0,24598.0,32725.0,32725.0,0.0
50,18189,4,4,0.0,40839.0,32434.0,32434.0,0.0,24813.0,33217.0,33217.0,0.0,42311.0,65535.0,65535.0,0.0,24341.0,32745.0,32745.0,0.0
