round,condition_index,condition_id,parameter,factor,bracket_low,bracket_high,controller,motor,eta,rep,trial_seed,protocol_id,ofat_protocol_id
2,3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.550000,0.575000,pinv,2,0.562500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.450000,0.475000,pinv,2,0.462500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.450000,0.475000,pinv,2,0.462500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.450000,0.475000,pinv,2,0.462500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.450000,0.475000,pinv,2,0.462500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.450000,0.475000,pinv,2,0.462500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,5,motor_time_constant_minus10,motor_time_constant,0.90,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,5,motor_time_constant_minus10,motor_time_constant,0.90,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,5,motor_time_constant_minus10,motor_time_constant,0.90,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,5,motor_time_constant_minus10,motor_time_constant,0.90,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,5,motor_time_constant_minus10,motor_time_constant,0.90,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,6,motor_time_constant_plus10,motor_time_constant,1.10,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,6,motor_time_constant_plus10,motor_time_constant,1.10,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,6,motor_time_constant_plus10,motor_time_constant,1.10,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,6,motor_time_constant_plus10,motor_time_constant,1.10,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,6,motor_time_constant_plus10,motor_time_constant,1.10,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,7,thrust_to_torque_ratio_minus10,thrust_to_torque_ratio,0.90,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,7,thrust_to_torque_ratio_minus10,thrust_to_torque_ratio,0.90,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,7,thrust_to_torque_ratio_minus10,thrust_to_torque_ratio,0.90,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,7,thrust_to_torque_ratio_minus10,thrust_to_torque_ratio,0.90,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,7,thrust_to_torque_ratio_minus10,thrust_to_torque_ratio,0.90,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,8,thrust_to_torque_ratio_plus10,thrust_to_torque_ratio,1.10,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,8,thrust_to_torque_ratio_plus10,thrust_to_torque_ratio,1.10,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,8,thrust_to_torque_ratio_plus10,thrust_to_torque_ratio,1.10,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,8,thrust_to_torque_ratio_plus10,thrust_to_torque_ratio,1.10,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,8,thrust_to_torque_ratio_plus10,thrust_to_torque_ratio,1.10,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,9,arm_length_minus10,arm_length,0.90,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,9,arm_length_minus10,arm_length,0.90,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,9,arm_length_minus10,arm_length,0.90,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,9,arm_length_minus10,arm_length,0.90,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,9,arm_length_minus10,arm_length,0.90,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,10,arm_length_plus10,arm_length,1.10,0.475000,0.500000,pinv,2,0.487500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,10,arm_length_plus10,arm_length,1.10,0.475000,0.500000,pinv,2,0.487500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,10,arm_length_plus10,arm_length,1.10,0.475000,0.500000,pinv,2,0.487500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,10,arm_length_plus10,arm_length,1.10,0.475000,0.500000,pinv,2,0.487500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,10,arm_length_plus10,arm_length,1.10,0.475000,0.500000,pinv,2,0.487500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
