eta,predicted_safe_probability
0.495359,0.05310765523224185
0.49535999999999997,0.053782849356615176
0.495361,0.05446613391640185
0.49536199999999997,0.055157593242044105
0.495363,0.05585731222037664
0.49536399999999997,0.05656537628922507
0.495365,0.057281871432320344
0.495366,0.0580068841732806
0.495367,0.058740501569910245
0.495368,0.059482811207537505
0.495369,0.06023390119267107
0.49537,0.06099386014566539
0.495371,0.06176277719370667
0.495372,0.06254074196277791
0.495373,0.06332784456994611
0.495374,0.06412417561459832
0.495375,0.06492982617000158
0.495376,0.06574488777378099
0.495377,0.06656945241872389
0.495378,0.06740361254247083
0.495379,0.06824746101753494
0.49538,0.06910109114017675
0.495381,0.06996459661960985
0.495382,0.07083807156603016
0.495383,0.07172161047897908
0.495384,0.07261530823449812
0.49538499999999996,0.07351926007256984
0.495386,0.07443356158362156
0.49538699999999997,0.07535830869456021
0.495388,0.07629359765485383
0.49538899999999997,0.07723952502137318
0.49539,0.07819618764358029
0.49539099999999997,0.07916368264739489
0.495392,0.08014210741941313
0.495393,0.08113155958977145
0.495394,0.08213213701536819
0.495395,0.08314393776169804
0.495396,0.08416706008505048
0.495397,0.08520160241328832
0.495398,0.08624766332699793
0.495399,0.08730534153918681
0.4954,0.08837473587536088
0.495401,0.08945594525211754
0.495402,0.09054906865612694
0.495403,0.09165420512159754
0.495404,0.09277145370813991
0.495405,0.0939009134770836
0.495406,0.09504268346820352
0.495407,0.0961968626748681
0.495408,0.0973635500196106
0.495409,0.09854284432809074
0.49541,0.09973484430349411
0.495411,0.10093964849929224
0.495412,0.10215735529245584
0.495413,0.10338806285499992
0.49541399999999997,0.10463186912592969
0.495415,0.10588887178190715
0.49541599999999997,0.1071591682072941
0.495417,0.10844285546428646
0.49541799999999997,0.10974003026138102
0.495419,0.11105078892236186
0.49541999999999997,0.11237522735352709
0.495421,0.11371344101145832
0.495422,0.11506552486900663
0.495423,0.11643157338184718
0.495424,0.11781168045322758
0.495425,0.11920593939931333
0.495426,0.12061444291270573
0.495427,0.12203728302658717
0.495428,0.12347455107702011
0.495429,0.12492633766590588
0.49543,0.12639273262207995
0.495431,0.12787382496310234
0.495432,0.12936970285516933
0.495433,0.13088045357375802
0.495434,0.13240616346237913
0.495435,0.1339469178921038
0.495436,0.13550280121918695
0.495437,0.13707389674350887
0.495438,0.13866028666510494
0.495439,0.14026205204155937
0.49544,0.1418792727434823
0.495441,0.14351202741089972
0.495442,0.1451603934077235
0.49544299999999997,0.1468244467770947
0.495444,0.148504262195363
0.49544499999999997,0.15019991292560161
0.495446,0.15191147077162753
0.49544699999999997,0.15363900603019612
0.495448,0.1553825874443091
0.495449,0.1571422821546125
0.49545,0.1589181556519725
0.495451,0.16071027172815083
0.495452,0.16251869242772676
0.495453,0.164343477998131
0.495454,0.1661846868409985
0.495455,0.16804237546164869
0.495456,0.16991659841996018
0.495457,0.17180740827939245
0.495458,0.1737148555574806
0.495459,0.17563898867449987
0.49546,0.17757985390368547
0.495461,0.17953749531964866
0.495462,0.1815119547484336
0.495463,0.1835032717157997
0.495464,0.1855114833972348
0.495465,0.18753662456622558
0.495466,0.18957872754435282
0.495467,0.19163782214967803
0.495468,0.19371393564705294
0.495469,0.1958070926967581
0.49547,0.19791731530516463
0.495471,0.200044622773766
0.49547199999999997,0.2021890316502175
0.495473,0.20435055567850655
0.49547399999999997,0.20652920574944236
0.495475,0.20872498985272564
0.49547599999999997,0.2109379130276227
0.495477,0.21316797731603673
0.495478,0.21541518171411653
0.495479,0.2176795221263744
0.49548,0.21996099131839578
0.495481,0.22225957887217285
0.495482,0.22457527114008474
0.495483,0.22690805120161917
0.495484,0.22925789881879777
0.495485,0.23162479039446163
0.495486,0.23400869892931833
0.495487,0.2364095939819708
0.495488,0.2388274416277661
0.495489,0.24126220442074717
0.49549,0.24371384135448634
0.495491,0.24618230782614203
0.495492,0.24866755559945916
0.495493,0.25116953277111403
0.495494,0.253688183736065
0.495495,0.25622344915636824
0.495496,0.25877526592906075
0.495497,0.261343567157629
0.495498,0.2639282821226055
0.495499,0.26652933625587005
0.4955,0.2691466511141383
0.49550099999999997,0.2717801443561262
0.495502,0.274429729719839
0.49550299999999997,0.27709531700145007
0.495504,0.2797768120373037
0.495505,0.28247411668539196
0.495506,0.28518712881093494
0.495507,0.2879157422713418
0.495508,0.29065984690538293
0.495509,0.29341932852179103
0.49551,0.2961940688921761
0.495511,0.2989839457434146
0.495512,0.3017888327544496
0.495513,0.3046085995526073
0.495514,0.30744311171441524
0.495515,0.3102922307659741
0.495516,0.31315581418791794
0.495517,0.3160337154199577
